name,screen_name,time_zone,location,verified,lang,description,description_en,created_at,favourites_count,followers_count,friends_count,statuses_count,listed_count,isBot
ElNacional .cat,elnacionalcat,Madrid,,TRUE,ca,"Última hora política i econòmica de Catalunya, Espanya i internacional. Creat per José Antich. FB  https://t.co/HmjbGJk3qs   Telegram https://t.co/09QVnQmLDW","Last minute political and economic Catalonia, Spain and internationally. Created by José Antich. FB https://t.co/HmjbGJk3qs Telegram https://t.co/09QVnQmLDW",Mon Jul 13 20:48:15 +0000 2015,1410,89662,552,213641,1068,0
Ariaa Jaeger,AriaaJaeger,Mountain Time (US & Canada),United States,TRUE,en,#SpiritualLifeStrategist #ProfPsychic  #InspirationalInfluencer #ChangeAgent #Thrive #BestSellingAuthor Animal-Human-LGBT-Senior Environmental Advocate,#SpiritualLifeStrategist #ProfPsychic  #InspirationalInfluencer #ChangeAgent #Thrive #BestSellingAuthor Animal-Human-LGBT-Senior Environmental Advocate,Fri Mar 13 00:42:59 +0000 2009,3427,52506,46727,193837,2772,0
Washington Co WI,WashCoWisco,Central Time (US & Canada),"West Bend, WI",TRUE,en,"Official Twitter feed of Washington County, WI  **Tweets, Retweets, Favorites &/or Tags ≠ endorsements** @WashingtonSO @GolfWCGC @WashCoParks","Official Twitter feed of Washington County, WI  **Tweets, Retweets, Favorites &/or Tags ≠ endorsements** @WashingtonSO @GolfWCGC @WashCoParks",Thu Feb 05 00:44:23 +0000 2015,5790,1772,527,3447,52,0
Mel Orlins,Mel_Orlins,Eastern Time (US & Canada),"Buffalo, NY",TRUE,en,"Morning & Noon Anchor at WIVB News 4 / raised in Virginia wine country / @floridastate alum / black lab momma🐶 / VA, FL, ND, PA, NY / Instagram: melorlinstv","Morning & Noon Anchor at WIVB News 4 / raised in Virginia wine country / @floridastate alum / black lab momma🐶 / VA, FL, ND, PA, NY / Instagram: melorlinstv",Mon Dec 13 00:44:00 +0000 2010,5633,3174,844,17511,42,0
Jennifer Ready,JenniferReadyTV,Mountain Time (US & Canada),"Lancaster, PA",TRUE,en,Morning reporter @fox43 l Runner l GOTR Coach l @NewhouseSU & @ClemsonUniv l Go Tigers l e: Jready@fox43.com,Morning reporter @fox43 l Runner l GOTR Coach l @NewhouseSU & @ClemsonUniv l Go Tigers l e: Jready@fox43.com,Wed Jul 03 02:22:34 +0000 2013,3703,2352,991,19361,71,0
NBC10 Philadelphia,NBCPhiladelphia,Eastern Time (US & Canada),"Philadelphia, PA",TRUE,en,"Thank you for stopping by @NBCPhiladelphia - the place to go for exclusive local stories, the latest breaking news, weather updates and more.","Thank you for stopping by @NBCPhiladelphia - the place to go for exclusive local stories, the latest breaking news, weather updates and more.",Wed Aug 06 21:44:44 +0000 2008,3655,606242,2511,194304,3156,0
Meagan Hatcher-Mays,importantmeagan,Eastern Time (US & Canada),i’m trapped in d.c.,TRUE,en,counsel @wedemandjustice because i love 2 demand justice at all times under all circumstances,counsel @wedemandjustice because i love 2 demand justice at all times under all circumstances,Fri Aug 28 13:40:50 +0000 2009,9609,4477,683,18037,119,0
Smithsonian Magazine,SmithsonianMag,Eastern Time (US & Canada),"Washington, D.C.",TRUE,en,Official Twitter feed for Smithsonian magazine. @ replies may be reprinted in the magazine. Legal: http://t.co/FT9zvv7aQC,Official Twitter feed for Smithsonian magazine. @ replies may be reprinted in the magazine. Legal: http://t.co/FT9zvv7aQC,Tue Dec 09 18:52:17 +0000 2008,470,234243,492,92836,6313,0
Shree ✊🏾❤️🇺🇸,shreec,Eastern Time (US & Canada),#TheResistance,TRUE,en,Eternal optimist. Art lover. Arc bender. Firenzephile. Feminist. Fearless. Patriot. ગુજરાતી. Queer. She/Her Creator: #StopHateOnHere #WhiteSupremacyIs,Eternal optimist. Art lover. Arc bender. Firenzephile. Feminist. Fearless. Patriot. ગુજરાતી. Queer. She/Her Creator: #StopHateOnHere #WhiteSupremacyIs,Sun Feb 01 17:38:31 +0000 2009,26376,15708,4608,69058,305,0
WFRVNews,WFRVNews,America/Chicago,"Green Bay, Wisconsin",TRUE,en,"Official account of WFRV CBS Local 5. A Nexstar station serving northeastern Wisconsin. Tweets, retweets and favorites are not intended as endorsements.","Official account of WFRV CBS Local 5. A Nexstar station serving northeastern Wisconsin. Tweets, retweets and favorites are not intended as endorsements.",Thu Jul 03 20:34:21 +0000 2008,4174,16728,2841,73782,561,0
Alexandra Bahou,alexabahou,Central Time (US & Canada),"Detroit, Mich.",TRUE,en,"Copy Manager @Shinola. 

Proud @wxyzdetroit & @freep alum. Spartan. Lover of puns & news. Pronounces GIF like a certain brand of peanut butter.","Copy Manager @Shinola. 

Proud @wxyzdetroit & @freep alum. Spartan. Lover of puns & news. Pronounces GIF like a certain brand of peanut butter.",Fri Feb 13 15:50:38 +0000 2009,6921,5240,3350,16881,213,0
Jacob Pucci,JacobPucci,Eastern Time (US & Canada),607/315/680(?),TRUE,en,Best Of CNY+Upstate NY writer for @syracusedotcom and @newyorkupstate | @sunyoswego grad | State Fair food aficionado. #BestOfUpstateNY#BestOfCNY,Best Of CNY+Upstate NY writer for @syracusedotcom and @newyorkupstate | @sunyoswego grad | State Fair food aficionado. #BestOfUpstateNY#BestOfCNY,Fri Jun 24 00:43:56 +0000 2011,1310,1060,1250,5688,35,0
Jonathan Blum,JonathanBlum,Caracas,"Miami, FL",TRUE,es,Apasionado de la fotografía y el entretenimiento. Presidente de Cisneros Media. Instagram: JonathanBlum,Passionate about photography and entertainment. President Cisneros Media. Instagram: JonathanBlum,Thu Apr 30 19:42:04 +0000 2009,0,108100,992,40929,366,0
Aman Batheja,amanbatheja,America/Chicago,"Austin, Texas",TRUE,en,"Political Editor, Texas Tribune. New York native. Sucker for a good pun. Tips/Insight via Signal, WhatsApp: DM for #. abatheja@texastribune.org","Political Editor, Texas Tribune. New York native. Sucker for a good pun. Tips/Insight via Signal, WhatsApp: DM for #. abatheja@texastribune.org",Fri May 09 17:54:46 +0000 2008,5295,10995,1706,22263,597,0
Gianni Riotta,riotta,Eastern Time (US & Canada),,TRUE,it,.@princeton @uniluiss DataLab @catchybigdata @lastampa @cfr_org @consiusa @raistoria @wef https://t.co/5jRBTdTLQR @facebook https://t.co/UCeoHVxNVx,. @ Princeton @uniluiss DATALAB @catchybigdata @lastampa @cfr_org @consiusa @raistoria @wef https://t.co/5jRBTdTLQR @facebook https://t.co/UCeoHVxNVx,Sun Sep 13 20:50:02 +0000 2009,9563,276132,2438,138028,2489,0
Smithsonian Magazine,SmithsonianMag,Eastern Time (US & Canada),"Washington, D.C.",TRUE,en,Official Twitter feed for Smithsonian magazine. @ replies may be reprinted in the magazine. Legal: http://t.co/FT9zvv7aQC,Official Twitter feed for Smithsonian magazine. @ replies may be reprinted in the magazine. Legal: http://t.co/FT9zvv7aQC,Tue Dec 09 18:52:17 +0000 2008,470,234247,492,92845,6313,0
Natalie Walters,NatWaltersWX,Central Time (US & Canada),"Little Rock, AR",TRUE,tr,"Mom, wife, Mizzou Tiger and AMS Certified Meteorologist at FOX16 and KARK4 News in Little Rock.","Mom, wife, Mizzou Tiger and AMS Certified Meteorologist at FOX16 and KARK4 News in Little Rock.",Mon Feb 25 01:40:32 +0000 2013,4843,5831,1080,17155,122,0
Pat Walker 🌨,PatWalkerWX,Central Time (US & Canada),"Little Rock, AR",TRUE,en,"Emmy Award Winning Met @KARK4News & @FOX16News, Little Rock. CHS, UCA, & MSU. Christian, husband, & father. Hog fan. Tweets are my own opinions. #ARWX #WPS","Emmy Award Winning Met @KARK4News & @FOX16News, Little Rock. CHS, UCA, & MSU. Christian, husband, & father. Hog fan. Tweets are my own opinions. #ARWX #WPS",Tue Apr 17 19:26:36 +0000 2012,24187,6163,1723,33718,149,0
Kate Redding,KateRedding,Eastern Time (US & Canada),"New York, NY",TRUE,en,@MSNBC Segment Producer. Boston Native. Proud Nittany Lion. Formerly @7News.,@MSNBC Segment Producer. Boston Native. Proud Nittany Lion. Formerly @7News.,Mon Apr 27 01:08:33 +0000 2009,1038,1133,1058,3381,37,0
Rebecca Eisenberg,ryeisenberg,Eastern Time (US & Canada),"Baltimore, MD",TRUE,en,Former Mg. Editor @Upworthy/@GOOD 💯 Nerd 🖖 Feminist 💪 Breadmaker 🍞 Human gif library 📚 I adopted @catnamedbones 😼 Warning: I live tweet everything 📺,Former Mg. Editor @Upworthy/@GOOD 💯 Nerd 🖖 Feminist 💪 Breadmaker 🍞 Human gif library 📚 I adopted @catnamedbones 😼 Warning: I live tweet everything 📺,Thu May 01 21:03:37 +0000 2008,69592,21773,4176,81069,527,0
The University Star,UniversityStar,Central Time (US & Canada),"San Marcos, TX",TRUE,en,The independent student newspaper of Texas State University. Defending the First Amendment since 1911.,The independent student newspaper of Texas State University. Defending the First Amendment since 1911.,Wed Nov 07 21:19:37 +0000 2007,994,13437,388,15280,266,0
Ben Brody,BenBrodyDC,Eastern Time (US & Canada),"Washington, D.C.",TRUE,en,"Lobbying with a focus on tech and government ethics at Bloomberg @Business. Opinions my own, btenerellabr@bloomberg.net. I do watch that list I put you in.","Lobbying with a focus on tech and government ethics at Bloomberg @Business. Opinions my own, btenerellabr@bloomberg.net. I do watch that list I put you in.",Tue Sep 21 16:27:39 +0000 2010,14011,2087,1234,22180,107,0
Ryan Cameron,ryancameron,Eastern Time (US & Canada),doitfortheryan on instagram,TRUE,en,voice of atlanta ! partner of https://t.co/JJq2GdV3tG p.a. 4 @atlhawks 2 Emmys. ga radio hall of fame . nupe. dealmakersinfo@gmail for appearance requests get the app!,voice of atlanta ! partner of https://t.co/JJq2GdV3tG p.a. 4 @atlhawks 2 Emmys. ga radio hall of fame . nupe. dealmakersinfo@gmail for appearance requests get the app!,Thu Mar 05 16:40:49 +0000 2009,2295,278167,4630,24283,515,0
TrivWorks,TrivWorks,Eastern Time (US & Canada),Nationwide - Based NYC & L.A.,TRUE,en,"Industry leader in team trivia entertainment for corporate events - follow if you enjoy sharp-witted humor, pop culture trivia & bad puns","Industry leader in team trivia entertainment for corporate events - follow if you enjoy sharp-witted humor, pop culture trivia & bad puns",Tue Sep 08 18:30:42 +0000 2009,30407,16449,8555,94305,521,0
Dori Toribio,DoriToribio,Quito,"Washington, DC",TRUE,en,"Washington Correspondent. Now @noticias_Cuatro @informativost5 and @ClubdeprensaNTN Political Analyst. New to @ElGabfest. My tweets. 2018, bring it!","Washington Correspondent. Now @noticias_Cuatro @informativost5 and @ClubdeprensaNTN Political Analyst. New to @ElGabfest. My tweets. 2018, bring it!",Fri Sep 03 14:27:56 +0000 2010,54271,40574,2635,83852,1010,0
Sarah Macaluso,SarahMacaluso,Central Time (US & Canada),"Huntsville, AL",TRUE,en,Reporter for @WHNT News 19 | #AMNewsers | The University of Alabama grad | Florida native | Share your stories with me! sarah.macaluso@whnt.com,Reporter for @WHNT News 19 | #AMNewsers | The University of Alabama grad | Florida native | Share your stories with me! sarah.macaluso@whnt.com,Sat Jun 27 02:13:32 +0000 2009,2104,1074,454,1428,20,0
TN Democratic Party,tndp,Central Time (US & Canada),Tennessee,TRUE,en,The official Twitter feed of the Tennessee Democratic Party.,The official Twitter feed of the Tennessee Democratic Party.,Mon Feb 02 16:57:29 +0000 2009,3685,14254,2627,16704,427,0
Andrea D'Atri,andreadatri,Buenos Aires,Buenos Aires - Argentina,TRUE,es,"Fundadora de @PanyRosas_Arg. En @PTSarg desde 1988, que integra el @Fte_Izquierda. Acompañando a @NicolasdelCano. Escribo en @izquierdadiario
📷 ig andrea.datri","Founder of @PanyRosas_Arg. In @PTSarg since 1988, which integrates the @Fte_Izquierda. Accompanying @NicolasdelCano. I write in @izquierdadiario
📷 ig andrea.datri",Sun May 31 00:05:12 +0000 2009,27614,8671,2175,38675,55,0
Heidi Voight,HeidiVoight,Eastern Time (US & Canada),"West Hartford, Connecticut",TRUE,en,"Morning anchor at NBC Connecticut waking you up weekdays on NBC CT Today. Born & raised in Milford, CT. Mommy-to-be of TWINS arriving Spring 2018!","Morning anchor at NBC Connecticut waking you up weekdays on NBC CT Today. Born & raised in Milford, CT. Mommy-to-be of TWINS arriving Spring 2018!",Mon Aug 25 21:18:18 +0000 2008,17822,10170,1106,46526,244,0
Jackson Proskow,JProskowGlobal,Eastern Time (US & Canada),"Washington, DC",TRUE,en,"Washington Bureau Chief for @GlobalNews & @GlobalNational | Traveler, food lover, cat person. Opinions are mine.","Washington Bureau Chief for @GlobalNews & @GlobalNational | Traveler, food lover, cat person. Opinions are mine.",Thu Dec 18 21:55:33 +0000 2008,1024,39288,1195,23820,690,0
Prabal Gurung,prabalgurung,Eastern Time (US & Canada),"Manhattan, New York",TRUE,en,"Modern luxury, indelible style and an astute sense of glamour","Modern luxury, indelible style and an astute sense of glamour",Fri May 01 21:25:50 +0000 2009,1193,231137,802,18390,1648,0
Kathryn Bonfield,kbonjax,Eastern Time (US & Canada),,TRUE,en,WJXT-TV News Director @wjxt4 Gators! Jags! Bolles! Tampa! Aussie Pup! Players! TBLightning! Baseball! Tom Wills! Stones! Springsteen! Breaking News! Happiness!,WJXT-TV News Director @wjxt4 Gators! Jags! Bolles! Tampa! Aussie Pup! Players! TBLightning! Baseball! Tom Wills! Stones! Springsteen! Breaking News! Happiness!,Wed Dec 10 18:07:36 +0000 2008,4798,4000,1855,34511,102,0
Matt Friedman,MattFriedmanNJ,Eastern Time (US & Canada),"New Jersey, USA",TRUE,en,Reporter for Politico NJ. Author of New Jersey Playbook,Reporter for Politico NJ. Author of New Jersey Playbook,Tue Jan 25 23:16:04 +0000 2011,3338,11275,995,19633,392,0
♬  $UZI ΛNΛLØGUΣ ©,suziAnalog,Eastern Time (US & Canada),NYC || In-Stereo ∞,TRUE,en,Woman + Producer. || Cr8r of @NEVERNORMALRECS || inquiries: hi@suzianalogue.com || ZONEZ V.3 Out Now: https://t.co/QPKFuZwchs,Woman + Producer. || Cr8r of @NEVERNORMALRECS || inquiries: hi@suzianalogue.com || ZONEZ V.3 Out Now: https://t.co/QPKFuZwchs,Sun Nov 02 22:16:48 +0000 2008,13532,9688,2096,35060,132,0
LaCascara.TV,la_cascara,Bogota,Panamá,TRUE,es,LaCascara.TV Canal VOD en Internet con contenido original y creativo para toda Latinoamérica.,LaCascara.TV Internet VOD Channel with original and creative content for all Latin America.,Fri May 15 01:36:29 +0000 2009,3068,771272,3431,150012,1973,0
Amulya Raghuveer,amulyar,,"Ohio, USA",TRUE,en,"I do Marketing & Communications stuff, wear happy socks, practice sarcasm, and always use the Oxford comma. #seewhatididthere Tweets are mine.®","I do Marketing & Communications stuff, wear happy socks, practice sarcasm, and always use the Oxford comma. #seewhatididthere Tweets are mine.®",Fri Feb 13 17:01:09 +0000 2009,1510,894,665,5156,41,0
St. Edward's University,stedwardsu,Central Time (US & Canada),Austin│Snapchat: stedwardsu,TRUE,en,"A Holy Cross, private university in #Austin, Texas. Ranked as a top liberal arts college by @USNews.","A Holy Cross, private university in #Austin, Texas. Ranked as a top liberal arts college by @USNews.",Fri Jun 26 23:00:37 +0000 2009,3823,9057,726,6568,233,0
Georgetown Hoyas,GeorgetownHoyas,Eastern Time (US & Canada),"Washington, DC",TRUE,en,"The official twitter account of Georgetown University Athletics, proud member of the @BIGEAST. For tickets: https://t.co/l7LzmieHf7 #HoyaSaxa","The official twitter account of Georgetown University Athletics, proud member of the @BIGEAST. For tickets: https://t.co/l7LzmieHf7 #HoyaSaxa",Tue Jul 31 19:15:17 +0000 2007,8835,34114,604,25467,501,0
Ryan A Bell 🚀🤓,ryan_a_bell,Pacific Time (US & Canada),"Los Angeles, CA",TRUE,en,"digital hippy. work/play #space 😉 @NASAJPL, interactive #IMPG #Emmys community @Twitter (Opinions= ALL ME) https://t.co/IbNipwvBxb","digital hippy. work/play #space 😉 @NASAJPL, interactive #IMPG #Emmys community @Twitter (Opinions= ALL ME) https://t.co/IbNipwvBxb",Fri Jan 16 00:58:45 +0000 2015,19369,53688,27805,13612,1508,0
Jeff Oechslein,JeffWTOV9,Eastern Time (US & Canada),,TRUE,en,WTOV9 Meteorologist for 19 years bringing you weather updates every weekday morning.,WTOV9 Meteorologist for 19 years bringing you weather updates every weekday morning.,Tue Apr 03 13:34:58 +0000 2012,7888,4974,723,29355,56,0
Stephanie Ready,StephanieReady,Eastern Time (US & Canada),NBA Playoffs @NBAonTNT- VR,TRUE,und,Blessed! Full time NBA Game Analyst for the Charlotte Hornets on Fox Sports Southeast. 1st woman to coach a men's pro sports team- 2002 G-League Champions!,Blessed! Full time NBA Game Analyst for the Charlotte Hornets on Fox Sports Southeast. 1st woman to coach a men's pro sports team- 2002 G-League Champions!,Mon Jan 04 07:14:04 +0000 2010,1284,13577,228,14151,383,0
Kenya Bell,KenyaBell,Eastern Time (US & Canada),,TRUE,en,Fmr. Miss MI USA| Miss USA Semi-finalist | E! True Hollywood Story,Fmr. Miss MI USA| Miss USA Semi-finalist | E! True Hollywood Story,Fri Jul 15 20:24:57 +0000 2011,9320,85532,1833,7228,204,0
CBS News,CBSNews,Eastern Time (US & Canada),"New York, NY",TRUE,en,Your source for original reporting and trusted news.,Your source for original reporting and trusted news.,Thu Jun 05 00:54:31 +0000 2008,270,6550942,432,173812,47799,0
WBZ NewsRadio,wbznewsradio,Eastern Time (US & Canada),Boston,TRUE,en,Breaking News when it happens.   Traffic & Weather Together on the 3s.     Listen Live on iHeartRadio: https://t.co/hGHePx8nnT,Breaking News when it happens.   Traffic & Weather Together on the 3s.     Listen Live on iHeartRadio: https://t.co/hGHePx8nnT,Wed Mar 25 14:56:45 +0000 2009,831,37941,1895,130291,1024,0
MichaelQ,TheOnlyMikeQ,Eastern Time (US & Canada),International |Based In NJ.,TRUE,en,DJ|Producer - Member @FadeToMind | Label Head @QweenBeat | https://t.co/9PK74dhFWP .::VOGUE::. Composer Of @KikiMovie #HouseOfEbony,DJ|Producer - Member @FadeToMind | Label Head @QweenBeat | https://t.co/9PK74dhFWP .::VOGUE::. Composer Of @KikiMovie #HouseOfEbony,Wed Apr 08 21:08:45 +0000 2009,13769,9499,936,65065,121,0
Detroit Free Press,freep,Eastern Time (US & Canada),Detroit,TRUE,en,"Breaking news, analysis and chatter from Detroit and around Michigan. w/ @BrianManzullo, @lissa218, @twildt, @AEtmansHuschka and the @Freep web team. On Guard.","Breaking news, analysis and chatter from Detroit and around Michigan. w/ @BrianManzullo, @lissa218, @twildt, @AEtmansHuschka and the @Freep web team. On Guard.",Mon Sep 10 21:42:21 +0000 2007,4437,454580,3534,202532,4429,0
